,S,A
161,7.79209093061805,2.1119081779053044
162,7.7802510063935655,2.2209469153515093
163,7.76841108216908,2.0853658536585407
164,7.756097560975617,2.06312769010043
165,7.744257636751131,2.1506456241033014
166,7.7324177125266464,1.9856527977044443
167,7.720104191333182,2.169296987087519
168,7.708264267108698,2.4031563845050217
169,7.695950745915233,2.197274031563845
170,7.684110821690749,1.963414634146342
171,7.671797300497279,1.9397417503586778
172,7.659957376272795,1.9146341463414593
173,7.648117452048309,1.8923959827833572
174,7.635803930854846,1.969153515064566
175,7.62396400663036,1.9885222381635603
176,7.612124082405876,1.9045911047345738
177,7.599810561212411,1.969153515064566
178,7.587970636987927,1.9619799139167882
179,7.576130712763442,1.9763271162123357
180,7.563817191569978,1.929698708751792
181,7.551503670376514,1.860114777618361
182,7.539663746152029,1.868005738880916
183,7.527823821927544,1.9146341463414593
184,7.51551030073408,1.7266857962697313
185,7.503670376509596,1.9210903873744603
186,7.49183045228511,1.8077474892396017
187,7.479516931091646,1.8751793400286936
188,7.467677006867161,1.799856527977047
189,7.455363485673697,1.6499282639885224
190,7.443523561449212,1.6484935437589685
191,7.431683637224728,1.799856527977047
192,7.4193701160312635,1.8443328550932596
193,7.407530191806779,1.93687230989957
194,7.395216670613315,1.830703012912481
195,7.38337674638883,1.6556671449067464
196,7.3715368221643445,1.9146341463414593
197,7.359223300970881,1.5796269727403145
198,7.347383376746396,1.824964131994257
199,7.335069855552932,1.8163558106169335
200,7.323229931328447,1.804160688665709
201,7.311390007103962,1.8149210903873714
202,7.299076485910498,1.5824964131994224
203,7.287236561686013,1.6190817790530885
204,7.274923040492544,1.5100430416068835
205,7.263083116268059,1.535150645624102
206,7.251243192043574,1.4454806312768995
207,7.23892967085011,1.6441893830702985
208,7.227089746625625,1.6542324246771842
209,7.21524982240114,1.4454806312768995
210,7.202936301207676,1.5451936872309875
211,7.191096376983191,0.7202295552367264
212,7.178782855789727,1.3773314203730307
213,7.166942931565242,1.5408895265423257
214,7.155103007340758,0.9304160688665731
215,7.142789486147294,0.9067431850789087
216,7.130949561922808,0.7152080344332875
217,7.118636040729345,1.3098995695839306
218,7.106796116504859,1.564562410329982
219,7.0949561922803746,1.3012912482065988
220,7.08264267108691,0.899569583931131
221,7.070802746862426,0.9010043041606849
222,7.0584892256689615,0.7209469153515033
223,7.046649301444477,1.4906743185078892
224,7.034809377219992,1.3407460545193646
225,7.022495856026528,0.695121951219508
226,7.010655931802043,0.8952654232424692
227,6.998816007577558,0.9124820659971327
228,6.9865024863840945,0.9067431850789087
229,6.974662562159609,0.3256814921090362
230,6.962349040966145,0.7037302725968398
231,6.95050911674166,0.4641319942611211
232,6.9386691925171755,0.7152080344332875
233,6.926355671323711,0.7582496413199463
234,6.914515747099227,0.49282639885222423
235,6.902675822874741,0.7094691535150637
236,6.8903623016812725,0.30200860832138
237,6.878522377456787,0.29913916786226397
238,6.866208856263324,0.3177905308464814
239,6.854368932038838,0.3034433285509339
240,6.842055410845375,0.30487804878048785
241,6.830215486620889,0.3077474892395957
242,6.818375562396405,0.3134863701578196
243,6.8060620412029404,0.6979913916786241
244,6.794222116978456,0.30200860832138
245,6.78238219275397,0.29770444763271003
246,6.770068671560507,0.3077474892395957
247,6.758228747336021,0.2388809182209499
248,6.745915226142558,0.31061692969871174
249,6.734075301918073,0.25322812051649735
250,6.722235377693588,0.2546628407460513
251,6.709921856500124,0.2869440459110474
252,6.698081932275639,0.3120516499282657
253,6.685768411082175,0.3005738880918179
254,6.67392848685769,0.31492109038737354
255,6.662088562633206,0.15638450502151724
256,6.649775041439741,0.27977044476326957
257,6.637935117215256,0.2905308464849322
258,6.625621596021793,0.24175035868005776
259,6.613781671797307,0.29340028694404824
260,6.601941747572822,0.23601147776183387
261,6.589628226379358,0.1771879483500737
262,6.5777883021548735,0.09469153515064922
263,6.565948377930389,0.10186513629841888
264,6.553634856736925,0.1549497847919633
