S,A
3.525,0.747
3.517,0.76
3.51,0.771
3.502,0.351
3.497,0.773
3.49,0.79
3.482,0.733
3.475,0.916
3.467,0.754
3.462,0.657
3.455,0.75
3.447,0.637
3.44,0.467
3.435,0.485
3.428,0.756
3.42,0.497
3.412,0.483
3.408,0.508
3.4,0.773
3.392,0.357
3.387,0.385
3.38,0.511
3.372,0.532
3.365,0.792
3.36,0.774
3.352,0.518
3.345,0.526
3.34,0.525
3.332,0.237
3.325,0.367
3.32,0.789
3.312,0.527
3.305,0.251
3.3,0.258
3.293,0.486
3.287,0.41
3.28,0.259
3.273,0.365
3.267,0.358
3.26,0.4
3.252,0.247
3.247,0.255
3.24,0.37
3.235,0.408
3.227,0.254
3.22,0.404
3.215,0.256
3.207,0.255
3.202,0.254
3.195,0.249
3.19,0.386
3.182,0.252
3.178,0.261
3.17,0.248
3.165,0.239
3.158,0.24
3.15,0.24
3.145,0.239
3.138,0.239
3.132,0.24
3.125,0.251
3.12,0.241
3.112,0.232
3.107,0.239
3.1,0.251
3.095,0.239
3.087,0.239
3.082,0.243
3.077,0.247
3.07,0.245
3.065,0.259
3.057,0.264
3.053,0.262
3.045,0.264
3.04,0.255
3.033,0.231
3.027,0.253
3.023,0.35
3.015,0.26
3.01,0.261
3.002,0.254
2.997,0.253
2.992,0.266
2.985,0.261
2.98,0.262
2.972,0.261
2.967,0.262
2.962,0.257
2.955,0.248
2.95,0.246
2.945,0.24
2.938,0.261
2.932,0.262
2.928,0.258
2.92,0.255
2.915,0.256
2.91,0.242
2.902,0.25
2.898,0.026
2.892,0.013
2.885,0.251
2.88,0.256
2.875,0.251
2.867,0.226
2.862,0.24
2.857,0.002
2.852,0.236
2.845,0.24
2.84,0.244
2.835,0.005
2.827,0.235
2.822,0.017
2.817,0.001
2.812,0.4
2.805,0.239
2.8,0.244
2.795,0.24
2.79,0.009
2.783,0.24
2.777,0.242
2.773,0.001
2.767,0.049
2.763,0.239
2.755,0.247
2.75,0.009
2.745,0.007
2.74,0.082
2.735,0.016
2.727,0.02
2.722,0.004
2.717,0.032
2.712,0.002
2.707,0.021
2.702,0.014
2.695,0.024
2.69,0.021
2.685,0.021
2.68,0.013
2.675,0.029
2.67,0.026
2.665,0.024
2.658,0.024
2.652,0.026
2.648,0.005
2.642,0.032
2.638,0.027
2.632,0.026
2.628,0.026
2.622,0.024
2.617,0.023
2.61,0.022
2.605,0.025
2.6,0.024
2.595,0.017
2.59,0.003
2.585,0.001
2.58,0
2.575,0.007
2.57,0.01
2.565,0.005
2.56,0.021
2.555,0.005
2.55,0.003
2.545,0.005
2.54,0.004
2.535,0
2.53,0
2.525,0.001
2.517,-0.001
2.513,0.078
2.507,-0.002
2.503,0.157
2.497,0
2.492,0.005
2.487,0.001
2.482,-0.005
2.48,0.001
2.475,0.007
2.47,0
2.465,0.01
2.46,0.001
2.455,0.013
2.45,0.007
2.445,0.018
2.44,0.018
2.435,0.023
2.43,0.016
2.425,0.029
2.42,0.024
2.415,0.021
2.41,0.023
2.405,0.026
2.4,0.189
2.395,0.024
2.39,0.035
2.388,0.005
2.382,0.025
2.378,0.027
2.372,0.024
2.367,0.026
2.362,0.018
2.357,0.023
2.352,0.019
2.347,0.019
2.345,0.002
2.34,0.003
2.335,0.003
2.33,0.022
2.325,0.014
2.32,0.013
2.315,0.013
2.31,0.01
2.307,0.012
2.303,0.01
2.297,0.01
2.293,0.012
2.287,0.01
2.283,0.006
2.28,0.006
2.275,0.002
2.27,0.005
2.265,0.004
2.26,0.01
2.257,0.005
2.253,0.004
2.247,-0.001
2.243,-0.003
2.237,0
2.235,-0.002
2.23,-0.001
2.225,0.001
2.22,0.001
2.215,0.084
2.212,0.008
2.207,-0.001
2.202,0.003
2.197,0
2.195,0.004
2.19,0.002
2.185,0.009
2.18,0.005
2.178,0.004
2.172,0.005
2.168,0.009
2.162,0.015
2.16,0.01
2.155,0.009
2.15,0.001
2.148,0.013
2.142,0.01
2.138,0.012
2.132,0.015
2.13,0.011
2.125,0.012
2.12,0.024
2.118,0.023
2.112,0.026
2.107,0.023
2.105,0.02
2.1,0.021
2.095,0.022
2.09,0.023
2.087,0.024
2.082,0.027
2.077,0.026
2.075,0.016
2.07,-0.048
2.067,0.023
2.062,0.032
2.057,0.032
2.055,0.003
2.05,0.038
2.045,0.002
2.043,0.004
2.037,0.018
2.033,0.024
2.03,0.164
2.025,0.021
2.023,0.02
2.017,-0.034
2.013,0.012
2.01,0.014
2.005,0.014
2,0.031
