,S,A
94,10.365616860052102,5.083213773314205
95,10.353303338858632,5.0200860832137755
96,10.341463414634148,5.3852223816355815
97,10.329149893440684,5.060975609756099
98,10.317309969216199,5.060975609756099
99,10.305470044991715,5.101865136298422
100,10.29315652379825,5.035868005738881
101,10.281316599573765,5.297704447632714
102,10.26947667534928,5.18364418938307
103,10.257163154155817,5.042324246771882
104,10.245323229931332,5.014347202295552
105,10.233009708737868,5.211621233859397
106,10.221169784513382,5.1700143472022955
107,10.208856263319918,5.133428981348638
108,10.197016339095434,5.064562410329988
109,10.185176414870948,4.985652797704448
110,10.172862893677484,5.272596843615496
111,10.161022969453,4.982065997130559
112,10.149183045228515,5.269727403156383
113,10.13686952403505,5.056671449067434
114,10.125029599810565,5.007890961262555
115,10.113189675586082,4.992109038737445
116,10.100876154392617,5.164275466284076
117,10.089036230168132,5.161406025824964
118,10.076722708974668,5.146341463414635
119,10.064882784750184,5.1585365853658525
120,10.05256926355672,5.162123385939741
121,10.040729339332234,5.186513629842183
122,10.028889415107749,5.024390243902441
123,10.016575893914286,5.2180774748923975
124,10.0047359696898,5.208751793400289
125,9.992896045465315,5.106886657101866
126,9.980582524271846,4.88593974175036
127,9.968742600047362,5.030129124820661
128,9.956902675822876,5.144906743185078
129,9.944589154629412,5.143472022955524
130,9.932749230404928,5.101865136298422
131,9.920435709211464,5.175753228120516
132,9.908595784986979,5.055236728837875
133,9.896282263793514,5.128407460545195
134,9.884442339569029,5.065279770444765
135,9.872602415344545,5.07890961262554
136,9.860288894151081,5.115494978479197
137,9.848448969926595,4.862984218077477
138,9.836609045702112,4.894548063127692
139,9.824295524508647,4.847202295552368
140,9.812455600284162,5.1391678622668575
141,9.800615676059676,5.1197991391678634
142,9.788302154866214,4.752510760401722
143,9.77598863367275,4.863701578192254
144,9.764148709448264,5.045911047345767
145,9.752308785223779,4.8127690100430405
146,9.739995264030316,5.115494978479197
147,6.54179493251244,0.1771879483500737
148,6.529481411318976,0.16929698708751895
149,6.517641487094491,0.18149210903873553
150,6.505801562870006,0.30918220946914965
151,6.493488041676536,0.17073170731707288
152,6.4816481174520515,0.10043041606886495
153,6.469334596258587,0.1047345767575349
154,6.457494672034103,0.15351506456240938
155,6.445654747809618,0.13271162123386104
156,6.433341226616154,0.1047345767575349
157,6.421501302391669,0.17073170731707288
158,6.409187781198205,0.09756097560975709
159,6.39734785697372,0.10616929698708884
160,6.385507932749235,0.08680057388809444
161,6.3731944115557715,0.22094691535150943
162,6.361354487331286,0.16355810616929506
163,6.349514563106801,0.09899569583931102
164,6.337201041913337,0.09899569583931102
165,6.3253611176888525,0.10186513629841888
166,6.313047596495388,0.14634146341463156
167,6.301207672270904,0.10329985652797281
168,6.288894151077439,0.08536585365853236
169,6.277054226852955,0.08393113342897843
170,6.265214302628469,0.08680057388809444
171,6.253374378403985,0.08823529411764837
172,6.24106085721052,0.09038737446197928
173,6.229220932986036,0.08393113342897843
174,6.216907411792572,0.09182209469153321
175,6.205067487568087,0.08106169296987056
176,6.192753966374623,0.08823529411764837
177,6.180914042150138,0.07245337159253881
178,6.169074117925653,0.07532281205164668
179,6.156760596732189,0.07388809182209274
180,6.144920672507705,0.07245337159253881
181,6.133080748283219,0.07532281205164668
182,6.1207672270897495,0.07245337159253881
183,6.108927302865265,0.13701578192252284
184,6.096613781671801,0.08823529411764837
185,6.084773857447316,0.07245337159253881
186,6.072933933222831,0.07245337159253881
187,6.060620412029367,0.08823529411764837
188,6.0487804878048825,0.07388809182209274
189,6.036466966611418,0.09182209469153321
190,6.024627042386934,0.09038737446197928
191,6.012787118162448,0.08680057388809444
192,6.000473596968985,0.10043041606886495
193,5.988633672744499,0.07245337159253881
194,5.976793748520015,0.07245337159253881
195,5.9644802273265505,0.07388809182209274
196,5.952640303102066,0.07245337159253881
197,5.940326781908602,0.09038737446197928
198,5.928486857684117,0.07245337159253881
199,5.916173336490653,0.07245337159253881
200,5.904333412266168,0.07388809182209274
201,5.892493488041683,0.07245337159253881
202,5.880179966848219,0.07245337159253881
203,5.868340042623734,0.07245337159253881
204,5.856500118399249,0.07245337159253881
205,5.844186597205785,0.07532281205164668
206,5.8323466729813,0.07245337159253881
207,5.820033151787836,0.07245337159253881
208,5.808193227563351,0.07388809182209274
209,5.796353303338866,0.07245337159253881
210,5.784039782145403,0.07532281205164668
211,5.772199857920917,0.07532281205164668
212,5.760359933696432,0.07245337159253881
213,5.748046412502968,0.07245337159253881
214,5.736206488278484,0.07388809182209274
215,5.723892967085014,0.07245337159253881
216,5.712053042860529,0.07532281205164668
217,5.699739521667065,0.07388809182209274
218,5.687899597442581,0.07388809182209274
219,5.676059673218096,0.07388809182209274
220,5.663746152024632,0.07388809182209274
221,5.651906227800146,0.07388809182209274
222,5.6400663035756615,0.07245337159253881
223,5.627752782382197,0.07532281205164668
224,5.615912858157713,0.07245337159253881
225,5.6035993369642485,0.07245337159253881
226,5.591759412739764,0.07245337159253881
227,5.579919488515279,0.07245337159253881
228,5.567605967321815,0.07245337159253881
229,5.55576604309733,0.07532281205164668
230,5.543452521903866,0.07245337159253881
231,5.5316125976793815,0.07388809182209274
232,5.519772673454896,0.07245337159253881
233,5.507459152261433,0.07388809182209274
234,5.495619228036947,0.07532281205164668
