S,A
12.81165312,0.00177662
12.83875339,0.003197915
12.86133695,-0.00272415
12.88843722,-0.001302854
12.91553749,-0.001302854
12.93812105,-0.001302854
12.96522132,0.003197915
12.99232159,0.004619211
13.01490515,0.003197915
13.04652213,-0.00272415
13.06910569,0.003197915
13.09620596,0.000355324
13.12330623,-0.00272415
13.1504065,-0.001302854
13.17299006,0.003197915
13.20009033,-0.006988037
13.22719061,0.003197915
13.25429088,0.006040507
13.28139115,0.004619211
13.30849142,0.004619211
13.33559169,-0.005566742
13.35817525,0.000355324
13.38527552,0.00177662
13.4168925,-0.00272415
13.44399277,-0.001302854
13.46657633,-0.001302854
13.4936766,0.00177662
13.52529359,0.004619211
13.54787715,0.003197915
13.57497742,0.003197915
13.60207769,0.000355324
13.62917796,0.003197915
13.65627823,0.004619211
13.6833785,0.00177662
13.71047877,0.000355324
13.74209575,0.00177662
13.76919603,0.000355324
13.7962963,-0.004145446
13.82339657,0.003197915
13.85049684,0.003197915
13.87759711,-0.001302854
13.90469738,0.00177662
13.93631436,-0.00272415
13.96341463,0.000355324
13.99051491,0.00177662
14.01761518,-0.004145446
14.04471545,0.000355324
14.07633243,0.00177662
14.1034327,-0.001302854
14.13053297,-0.00272415
14.16214995,0.000355324
14.18925023,0.000355324
14.2163505,0.007461803
14.24345077,0.003197915
14.27506775,-0.001302854
14.30216802,0.000355324
14.32926829,0.003197915
14.35636856,0.004619211
14.38798555,0.00177662
14.41508582,0.003197915
14.4467028,-0.001302854
14.47380307,0.00177662
14.50090334,0.00177662
14.53252033,-0.001302854
14.5596206,0.003197915
14.59123758,-0.001302854
14.61833785,0.00177662
14.64995483,0.025938647
14.6770551,0.000355324
14.70867209,-0.001302854
14.73577236,0.00177662
14.76287263,0.000355324
14.79448961,0.000355324
14.82610659,-0.004145446
14.85320687,0.024517352
14.88482385,0.027359943
14.91644083,0.027359943
14.9435411,0.025938647
14.97515808,0.025938647
15.00677507,-0.005566742
15.03387534,0.029018122
15.06549232,0.029018122
15.09259259,0.025938647
15.12420958,0.004619211
15.15582656,0.025938647
15.18292683,0.031860713
15.21454381,0.025938647
15.24616079,0.029018122
15.27777778,0.027359943
15.30487805,0.023096056
15.33649503,0.025938647
15.36811201,0.025938647
15.399729,0.030439417
15.43134598,0.029018122
15.45844625,0.023096056
15.49006323,0.024517352
15.52168022,0.025938647
15.5532972,0.029018122
15.58491418,0.02167476
15.61653117,0.024517352
15.64814815,0.029018122
15.67976513,0.061944806
15.71138211,0.031860713
15.7429991,0.029018122
15.77461608,0.024517352
15.80623306,0.025938647
15.83785005,0.031860713
15.86495032,0.059102215
15.90108401,0.024517352
15.93270099,0.025938647
15.96431798,0.063366102
15.99593496,0.064787398
16.02755194,0.029018122
16.05916893,0.024517352
16.09078591,0.029018122
16.12240289,0.031860713
16.15853659,0.064787398
16.19015357,0.057680919
16.22177055,0.025938647
16.25338753,0.029018122
16.28952123,0.025938647
16.32113821,0.023096056
16.35275519,0.057680919
16.38437218,0.061944806
16.41598916,0.057680919
16.44760614,0.060523511
16.48373984,0.063366102
16.51535682,0.059102215
16.55149051,0.061944806
16.5831075,0.059102215
16.61472448,0.063366102
16.65085818,0.060523511
16.68247516,0.024517352
16.71409214,0.064787398
16.75022584,0.060523511
16.78184282,0.060523511
16.8134598,0.061944806
16.8495935,0.059102215
16.88121048,0.143432429
16.91734417,0.059102215
16.94896116,0.146511903
16.98509485,0.057680919
17.02122855,0.060523511
17.05284553,0.061944806
17.08446251,0.063366102
17.12059621,0.061944806
17.1567299,0.056022741
17.18834688,0.142248016
17.22448058,0.061944806
17.26061427,0.137747246
17.29223126,0.145090608
17.32836495,0.063366102
